545,59.40,59.90,.50,5.37,.58,0.44
546,59.40,58.90,.50,5.43,.51,0.44
547,56.96,57.40,.49,5.44,.51,0.44
548,58.91,58.90,.50,5.37,.58,0.44
549,59.40,59.90,.50,5.36,.59,0.44
550,59.40,59.90,.50,5.38,.56,0.44
551,59.40,59.40,.49,5.41,.54,0.44
552,59.88,58.90,.50,5.35,.58,0.44
553,59.40,58.90,.50,5.38,.54,0.44
554,59.40,60.30,.50,5.38,.57,0.44
555,59.40,60.30,.50,5.34,.61,0.45
556,59.88,59.40,.50,5.38,.57,0.45
557,58.91,58.90,.50,5.39,.57,0.45
558,59.40,58.40,.50,5.35,.60,0.45
559,59.40,59.40,.50,5.35,.59,0.45
560,60.37,59.40,.50,5.36,.58,0.45
561,58.91,59.40,.50,5.39,.55,0.45
562,59.88,59.90,.50,5.32,.62,0.45
563,60.37,60.30,.50,5.38,.57,0.45
564,58.91,59.90,.50,5.31,.64,0.45
565,58.91,59.40,.50,5.32,.62,0.45
566,59.88,58.90,.50,5.40,.54,0.45
567,59.88,58.90,.50,5.37,.58,0.45
568,60.37,58.40,.50,5.37,.57,0.45
569,58.91,58.90,.50,5.41,.54,0.45
570,58.42,59.40,.50,5.36,.58,0.45
571,59.40,59.40,.50,5.33,.61,0.45
572,59.40,59.40,.50,5.29,.65,0.45
573,59.40,59.40,.50,5.33,.61,0.45
574,60.37,59.90,.50,5.31,.63,0.45
575,59.40,59.40,.50,5.39,.55,0.45
576,59.88,58.90,.50,5.35,.59,0.45
577,59.88,59.90,.50,5.33,.61,0.45
578,59.88,59.90,.50,5.32,.62,0.45
579,59.88,59.40,.50,5.32,.61,0.45
580,59.88,59.40,.50,5.32,.62,0.45
581,59.88,59.40,.50,5.29,.65,0.45
582,58.42,58.90,.50,5.24,.69,0.45
583,59.88,59.90,.50,5.40,.55,0.45
